Id,Expected
0_15_117,27.260561
0_15_118,57.717068
0_15_119,41.272243
0_15_120,65.08048
0_15_121,68.23503
0_15_122,69.33506
0_15_123,64.04065
0_15_124,30.81835
0_15_125,66.05407
0_15_126,26.462738
0_15_127,19.38266
0_15_128,61.365837
0_15_129,12.487572
0_15_130,63.315903
0_15_131,32.69346
0_15_132,65.56794
0_15_133,60.052834
0_15_134,58.57191
0_15_135,65.62014
0_15_136,59.17502
0_15_137,60.715553
0_15_138,38.445198
0_15_139,42.25421
0_15_140,64.57079
0_15_141,66.3015
0_15_142,65.131714
0_15_143,30.505987
0_15_144,58.031914
0_15_145,27.562532
0_15_146,63.79656
0_15_147,58.397606
0_15_148,34.65059
0_15_149,68.98296
0_15_150,65.68981
0_15_151,67.22752
0_15_152,67.97077
0_15_153,64.033844
0_15_154,64.878586
0_15_155,65.34669
0_15_156,55.033436
0_15_157,53.69242
0_15_158,31.011412
0_15_159,25.034126
0_15_160,65.78473
0_15_161,69.8074
0_15_162,27.588167
0_15_163,21.500282
0_15_164,64.58487
0_15_165,64.94305
0_15_166,64.59956
0_15_167,35.02163
0_15_168,55.881245
0_15_169,41.532425
0_15_170,43.298336
0_15_171,55.92147
0_15_172,69.20261
0_15_173,67.19562
0_15_174,28.942232
0_15_175,67.21323
0_15_176,62.943584
0_15_177,30.911413
0_15_178,63.453693
0_15_179,26.658838
0_15_180,68.756935
0_15_181,53.69009
0_15_182,49.150616
0_15_183,65.44332
0_15_184,65.14679
0_15_185,21.757156
0_15_186,28.076847
0_15_187,68.397385
0_15_188,34.39969
0_15_189,53.091854
0_15_190,24.588596
0_15_191,63.302864
0_15_192,66.04392
0_15_193,62.65942
0_15_194,67.3828
0_15_195,25.841774
0_15_196,50.076553
0_15_197,28.707148
0_15_198,31.328836
0_15_199,71.84725
0_15_200,35.53032
0_15_201,61.538307
0_15_202,64.525925
0_15_203,64.469315
0_15_204,38.087273
0_15_205,64.745804
0_15_206,65.18979
0_15_207,66.94089
0_15_208,21.706688
0_15_209,68.55345
0_15_210,50.47732
0_15_211,50.77154
0_15_212,64.94053
0_15_213,62.648212
0_15_214,54.67134
0_15_215,64.67941
0_15_216,68.24875
0_15_217,31.581108
0_15_218,66.00816
0_15_219,21.009663
0_15_220,63.87823
0_15_221,24.368671
0_15_222,19.541836
0_15_223,57.86359
0_15_224,61.914173
0_15_225,62.502193
0_15_226,64.46047
0_15_227,51.690327
0_30_0,37.375595
0_30_1,68.519196
0_30_2,31.219551
0_30_3,33.44204
0_30_4,35.386444
0_30_5,33.4825
0_30_6,23.945564
0_30_7,65.06316
0_30_8,60.16494
0_30_9,20.651577
0_30_10,37.959282
0_30_11,68.87069
0_30_12,62.456715
0_30_13,59.261627
0_30_14,21.988266
0_30_15,59.471924
0_30_16,44.89129
0_30_17,58.15355
0_30_18,60.303265
0_30_19,64.48309
0_30_20,63.419975
0_30_21,64.536766
0_30_22,65.181885
0_30_23,42.131668
0_30_24,44.128193
0_30_25,65.754105
0_30_26,64.24132
0_30_27,64.147316
0_30_28,32.252842
0_30_29,26.856522
0_30_30,22.536285
0_30_31,52.320213
0_30_32,55.021736
0_30_33,62.979782
0_30_34,29.509508
0_30_35,64.37905
0_30_36,22.653786
0_30_37,44.538494
0_30_38,63.864174
0_30_39,19.322933
0_30_40,27.511518
0_30_41,52.74733
0_30_42,64.28906
0_30_43,64.269356
0_30_44,59.676662
0_30_45,28.534836
0_30_46,61.02136
0_30_47,66.391846
0_30_48,62.16189
0_30_49,65.3475
0_30_50,64.1556
0_30_51,59.10336
0_30_52,64.26111
0_30_53,64.60097
0_30_54,64.562004
0_30_55,66.604996
0_30_56,61.355835
0_30_57,23.619389
0_30_58,60.228386
0_30_59,66.36079
0_30_60,65.69489
0_30_61,64.414635
0_30_62,49.1197
0_30_63,43.086807
0_30_64,64.52789
0_30_65,23.259087
0_30_66,52.33761
0_30_67,25.91953
0_30_68,40.364353
0_30_69,17.11811
0_30_70,64.33132
0_30_71,60.33033
0_30_72,20.690765
0_30_73,61.876705
0_30_74,64.47564
0_30_75,26.497763
0_30_76,59.058586
0_30_77,65.72621
0_30_78,40.422844
0_30_79,64.48551
0_30_80,57.97232
0_30_81,58.474384
0_30_82,17.070248
0_30_83,25.45853
0_30_84,63.07565
0_30_85,62.621357
0_30_86,66.00904
0_30_87,38.973244
0_30_88,34.313194
0_30_89,63.641003
0_30_90,27.269947
0_30_91,32.407433
0_30_92,61.69534
0_30_93,59.553555
0_30_94,69.39648
0_30_95,63.99633
0_30_96,65.6714
0_30_97,39.541206
0_30_98,64.41034
0_30_99,64.45141
0_30_100,43.84455
0_30_101,65.03566
0_30_102,61.779915
0_30_103,38.477394
0_30_104,61.280403
0_30_105,61.97452
0_30_106,23.377064
0_30_107,55.724503
0_30_108,47.396687
0_30_109,63.108204
0_30_110,65.16784
0_30_111,62.698986
0_30_112,56.1484
0_30_113,64.6532
0_30_114,32.762604
0_30_115,64.57177
0_30_116,47.853104
0_30_117,22.727081
0_30_118,36.89636
0_30_119,38.108696
0_30_120,64.49932
0_30_121,68.429504
0_30_122,69.32244
0_30_123,62.67537
0_30_124,46.594593
0_30_125,65.06179
0_30_126,22.15667
0_30_127,18.549232
0_30_128,61.219666
0_30_129,10.646812
0_30_130,63.724045
0_30_131,30.219168
0_30_132,65.67953
0_30_133,59.419605
0_30_134,54.36318
0_30_135,65.69062
0_30_136,58.81594
0_30_137,59.63338
0_30_138,40.255592
0_30_139,39.44777
0_30_140,65.469315
0_30_141,65.36078
0_30_142,64.14297
0_30_143,27.667522
0_30_144,57.62732
0_30_145,26.93411
0_30_146,63.67905
0_30_147,55.91639
0_30_148,32.98146
0_30_149,69.224236
0_30_150,65.785065
0_30_151,67.24559
0_30_152,67.79981
0_30_153,63.11843
0_30_154,65.45447
0_30_155,64.93674
0_30_156,43.48235
0_30_157,52.23944
0_30_158,29.953676
0_30_159,25.710846
0_30_160,65.70112
0_30_161,68.91134
0_30_162,26.872402
0_30_163,19.32291
0_30_164,64.6292
0_30_165,65.19933
0_30_166,63.758774
0_30_167,38.475655
0_30_168,53.59234
0_30_169,36.40471
0_30_170,41.376404
0_30_171,53.35344
0_30_172,68.574905
0_30_173,66.812485
0_30_174,28.345055
0_30_175,66.839294
0_30_176,63.54908
0_30_177,30.780622
0_30_178,63.878117
0_30_179,23.969604
0_30_180,68.198616
0_30_181,52.7057
0_30_182,44.29239
0_30_183,65.03141
0_30_184,65.00391
0_30_185,19.823284
0_30_186,27.619337
0_30_187,67.77635
0_30_188,24.064346
0_30_189,46.45928
0_30_190,24.846004
0_30_191,63.858303
0_30_192,65.789856
0_30_193,62.25553
0_30_194,67.64426
0_30_195,21.023933
0_30_196,48.13478
0_30_197,21.88499
0_30_198,31.38425
0_30_199,72.75921
0_30_200,36.26455
0_30_201,60.316814
0_30_202,64.74705
0_30_203,64.69605
0_30_204,36.08245
0_30_205,65.17281
0_30_206,64.77657
0_30_207,67.18545
0_30_208,19.8307
0_30_209,68.3527
0_30_210,49.61944
0_30_211,52.135895
0_30_212,64.90757
0_30_213,61.02514
0_30_214,52.642616
0_30_215,63.502777
0_30_216,68.46479
0_30_217,29.257444
0_30_218,66.25291
0_30_219,18.915504
0_30_220,63.395683
0_30_221,22.806633
0_30_222,17.239033
0_30_223,55.706516
0_30_224,61.805927
0_30_225,61.74151
0_30_226,64.155045
0_30_227,49.243996
0_45_0,23.848103
0_45_1,69.38299
0_45_2,28.434034
0_45_3,31.103016
0_45_4,33.724823
0_45_5,32.370846
0_45_6,23.295956
0_45_7,65.64307
0_45_8,60.333763
0_45_9,19.720695
0_45_10,35.993687
0_45_11,69.68209
0_45_12,60.805862
0_45_13,56.71987
0_45_14,20.344982
0_45_15,59.599487
0_45_16,45.42335
0_45_17,58.064625
0_45_18,59.01062
0_45_19,64.68852
0_45_20,63.12934
0_45_21,64.70138
0_45_22,65.12613
0_45_23,41.726162
0_45_24,33.76358
0_45_25,64.135
0_45_26,64.36843
0_45_27,64.1988
0_45_28,31.33003
0_45_29,26.766714
0_45_30,22.850681
0_45_31,50.672203
0_45_32,53.958244
0_45_33,63.627518
0_45_34,28.22333
0_45_35,64.49997
0_45_36,22.63433
0_45_37,41.04104
0_45_38,63.914993
0_45_39,18.134247
0_45_40,26.999949
0_45_41,40.258995
0_45_42,64.50978
0_45_43,64.45811
0_45_44,59.655575
0_45_45,28.787407
0_45_46,60.52635
0_45_47,67.1983
0_45_48,63.231003
0_45_49,65.25297
0_45_50,64.337906
0_45_51,58.32341
0_45_52,62.905678
0_45_53,64.735016
0_45_54,64.49813
0_45_55,66.530716
0_45_56,61.55741
0_45_57,20.74754
0_45_58,60.896618
0_45_59,66.870804
0_45_60,65.742294
0_45_61,64.634575
0_45_62,48.719925
0_45_63,36.499092
0_45_64,64.53341
0_45_65,19.914574
0_45_66,52.863243
0_45_67,34.107143
0_45_68,37.749733
0_45_69,16.776993
0_45_70,64.63502
0_45_71,59.631126
0_45_72,18.670628
0_45_73,61.85823
0_45_74,65.0379
0_45_75,25.535503
0_45_76,58.489838
0_45_77,64.84846
0_45_78,37.57481
0_45_79,64.66546
0_45_80,56.169678
0_45_81,54.952156
0_45_82,15.875977
0_45_83,20.999195
0_45_84,62.184753
0_45_85,61.646122
0_45_86,65.8067
0_45_87,27.848274
0_45_88,31.548061
0_45_89,63.38501
0_45_90,22.574406
0_45_91,29.727985
0_45_92,61.616394
0_45_93,59.12056
0_45_94,69.64936
0_45_95,63.321682
0_45_96,65.15975
0_45_97,37.2175
0_45_98,64.19389
0_45_99,64.456406
0_45_100,35.105953
0_45_101,65.14118
0_45_102,59.690403
0_45_103,35.247574
0_45_104,57.040836
0_45_105,61.307228
0_45_106,23.124866
0_45_107,54.11919
0_45_108,61.87521
0_45_109,61.776222
0_45_110,65.1949
0_45_111,63.086998
0_45_112,34.82905
0_45_113,63.82335
0_45_114,30.38057
0_45_115,64.57211
0_45_116,34.163895
0_45_117,17.176647
0_45_118,35.97632
0_45_119,36.987194
0_45_120,64.98856
0_45_121,68.51284
0_45_122,69.80704
0_45_123,62.623207
0_45_124,59.167587
0_45_125,64.62319
0_45_126,25.126678
0_45_127,18.746635
0_45_128,61.287933
0_45_129,8.77047
0_45_130,63.924866
0_45_131,30.015434
0_45_132,65.77547
0_45_133,59.652573
0_45_134,47.569702
0_45_135,65.99097
0_45_136,59.008205
0_45_137,59.04549
0_45_138,39.186234
0_45_139,39.222004
0_45_140,65.33373
0_45_141,65.607185
0_45_142,63.25109
0_45_143,26.568245
0_45_144,55.73898
0_45_145,26.883621
0_45_146,63.3449
0_45_147,55.349724
0_45_148,30.734713
0_45_149,69.03311
0_45_150,66.24803
0_45_151,67.13627
0_45_152,67.98265
0_45_153,62.45697
0_45_154,65.78278
0_45_155,64.99638
0_45_156,37.24331
0_45_157,49.89936
0_45_158,28.968178
0_45_159,24.258366
0_45_160,66.033646
0_45_161,68.43937
0_45_162,26.429516
0_45_163,17.803291
0_45_164,64.72753
0_45_165,65.60503
0_45_166,64.03954
0_45_167,47.412003
0_45_168,51.088776
0_45_169,32.625618
0_45_170,40.7277
0_45_171,52.411667
0_45_172,68.168304
0_45_173,66.301125
0_45_174,28.154293
0_45_175,66.57883
0_45_176,64.69481
0_45_177,30.776987
0_45_178,63.772995
0_45_179,22.302288
0_45_180,67.43902
0_45_181,51.978203
0_45_182,42.790203
0_45_183,65.1656
0_45_184,65.0037
0_45_185,19.337051
0_45_186,26.958574
0_45_187,66.97917
0_45_188,23.341908
0_45_189,42.459564
0_45_190,24.062252
0_45_191,64.30971
0_45_192,65.56359
0_45_193,61.717888
0_45_194,68.70164
0_45_195,19.105453
0_45_196,45.605675
0_45_197,20.616653
0_45_198,31.178156
0_45_199,73.280525
0_45_200,36.35269
0_45_201,56.091663
0_45_202,65.10265
0_45_203,64.5083
0_45_204,37.30332
0_45_205,65.540924
0_45_206,64.78931
0_45_207,66.68683
0_45_208,18.847164
0_45_209,68.528244
0_45_210,48.198456
0_45_211,51.068504
0_45_212,64.79134
0_45_213,59.710377
0_45_214,52.120636
0_45_215,63.478245
0_45_216,68.817184
0_45_217,27.718632
0_45_218,66.35717
0_45_219,17.435871
0_45_220,63.259365
0_45_221,21.708683
0_45_222,15.558708
0_45_223,52.097576
0_45_224,61.800133
0_45_225,61.233288
0_45_226,63.60299
0_45_227,49.08792
1_15_0,27.84132
1_15_1,62.52757
1_15_2,40.17282
1_15_3,44.211357
1_15_4,43.406303
1_15_5,51.27966
1_15_6,53.196747
1_15_7,60.698723
1_15_8,58.20923
1_15_9,35.588158
1_15_10,51.588234
1_15_11,63.653206
1_15_12,61.48562
1_15_13,61.98521
1_15_14,40.319633
1_15_15,59.436817
1_15_16,60.093464
1_15_17,57.68478
1_15_18,62.097908
1_15_19,60.804237
1_15_20,59.737743
1_15_21,64.61148
1_15_22,63.93903
1_15_23,57.25098
1_15_24,60.294353
1_15_25,64.69834
1_15_26,63.0265
1_15_27,64.21639
1_15_28,42.903473
1_15_29,34.33071
1_15_30,34.74565
1_15_31,56.573265
1_15_32,63.186455
1_15_33,62.44511
1_15_34,53.62995
1_15_35,64.1706
1_15_36,31.041487
1_15_37,65.20468
1_15_38,61.699986
1_15_39,61.71679
1_15_40,57.84641
1_15_41,64.683525
1_15_42,64.014114
1_15_43,63.999283
1_15_44,56.23042
1_15_45,47.733326
1_15_46,58.99383
1_15_47,63.937286
1_15_48,61.139744
1_15_49,63.696796
1_15_50,64.35349
1_15_51,63.146194
1_15_52,58.80914
1_15_53,63.600315
1_15_54,64.3927
1_15_55,64.74498
1_15_56,61.97895
1_15_57,48.257797
1_15_58,63.048523
1_15_59,65.00851
1_15_60,64.49038
1_15_61,64.33441
1_15_62,56.091007
1_15_63,56.213154
1_15_64,64.16261
1_15_65,60.64528
1_15_66,56.641006
1_15_67,65.48324
1_15_68,61.67062
1_15_69,61.716045
1_15_70,64.00019
1_15_71,65.69467
1_15_72,60.62803
1_15_73,61.131626
1_15_74,65.03847
1_15_75,33.78035
1_15_76,57.66057
1_15_77,62.05474
1_15_78,56.566147
1_15_79,64.95193
1_15_80,59.476074
1_15_81,60.105198
1_15_82,44.45678
1_15_83,29.906237
1_15_84,59.5545
1_15_85,59.994083
1_15_86,62.05425
1_15_87,59.813206
1_15_88,55.657696
1_15_89,64.2883
1_15_90,41.0164
1_15_91,33.508118
1_15_92,59.055332
1_15_93,59.638958
1_15_94,65.08777
1_15_95,61.622135
1_15_96,63.926163
1_15_97,51.678253
1_15_98,64.952194
1_15_99,64.667984
1_15_100,52.281364
1_15_101,64.953285
1_15_102,63.24626
1_15_103,60.909447
1_15_104,62.659603
1_15_105,60.99684
1_15_106,36.565033
1_15_107,55.288975
1_15_108,65.32323
1_15_109,58.256676
1_15_110,61.05884
1_15_111,61.245743
1_15_112,56.479645
1_15_113,62.89047
1_15_114,49.4302
1_15_115,62.083717
1_15_116,62.794697
1_15_117,19.364372
1_15_118,50.775524
1_15_119,35.0618
1_15_120,59.459057
1_15_121,65.108215
1_15_122,66.01648
1_15_123,58.932816
1_15_124,61.290756
1_15_125,63.602745
1_15_126,26.288134
1_15_127,46.00415
1_15_128,56.22001
1_15_129,14.759911
1_15_130,62.613903
1_15_131,58.147144
1_15_132,64.517624
1_15_133,57.51415
1_15_134,57.222885
1_15_135,61.39466
1_15_136,59.497646
1_15_137,59.342716
1_15_138,56.78049
1_15_139,59.96123
1_15_140,63.07688
1_15_141,64.08802
1_15_142,61.01491
1_15_143,59.048435
1_15_144,55.19788
1_15_145,53.57193
1_15_146,57.19629
1_15_147,58.190956
1_15_148,53.719547
1_15_149,66.648315
1_15_150,64.38839
1_15_151,65.27778
1_15_152,65.67864
1_15_153,59.586834
1_15_154,65.445274
1_15_155,64.51931
1_15_156,47.57707
1_15_157,59.448997
1_15_158,46.159378
1_15_159,27.2263
1_15_160,64.226944
1_15_161,58.368893
1_15_162,37.53595
1_15_163,52.50141
1_15_164,64.13799
1_15_165,64.42548
1_15_166,64.273575
1_15_167,62.262035
1_15_168,52.56648
1_15_169,49.02758
1_15_170,60.543316
1_15_171,57.91487
1_15_172,67.3065
1_15_173,64.49701
1_15_174,38.073753
1_15_175,66.144745
1_15_176,64.23825
1_15_177,36.717983
1_15_178,62.73638
1_15_179,63.700207
1_15_180,61.011944
1_15_181,57.97969
1_15_182,43.006126
1_15_183,63.448124
1_15_184,63.915615
1_15_185,38.32471
1_15_186,45.553574
1_15_187,65.95838
1_15_188,62.349144
1_15_189,48.390366
1_15_190,27.583204
1_15_191,63.2419
1_15_192,62.38209
1_15_193,61.875896
1_15_194,66.28703
1_15_195,60.765316
1_15_196,56.101788
1_15_197,62.198696
1_15_198,32.922462
1_15_199,66.93097
1_15_200,58.724346
1_15_201,32.695976
1_15_202,64.84065
1_15_203,64.560715
1_15_204,63.995716
1_15_205,63.16324
1_15_206,64.760414
1_15_207,66.962875
1_15_208,60.186565
1_15_209,63.609356
1_15_210,62.587383
1_15_211,46.797062
1_15_212,64.656715
1_15_213,60.916893
1_15_214,22.77824
1_15_215,63.722378
1_15_216,65.26831
1_15_217,37.67269
1_15_218,65.71593
1_15_219,27.183302
1_15_220,61.449387
1_15_221,52.08584
1_15_222,23.754658
1_15_223,63.419395
1_15_224,61.529438
1_15_225,59.619846
1_15_226,59.415337
1_15_227,61.620667
1_30_0,27.203579
1_30_1,62.556107
1_30_2,40.120026
1_30_3,43.485027
1_30_4,42.728897
1_30_5,45.738617
1_30_6,40.735626
1_30_7,59.67319
1_30_8,57.124264
1_30_9,40.264137
1_30_10,51.49122
1_30_11,63.553265
1_30_12,59.955833
1_30_13,61.380375
1_30_14,41.025528
1_30_15,58.76867
1_30_16,60.238213
1_30_17,57.25103
1_30_18,61.39971
1_30_19,60.27427
1_30_20,58.82426
1_30_21,64.7296
1_30_22,63.716503
1_30_23,55.873875
1_30_24,59.73412
1_30_25,64.79352
1_30_26,62.440502
1_30_27,64.17805
1_30_28,41.542694
1_30_29,37.114235
1_30_30,33.99629
1_30_31,56.24163
1_30_32,63.053226
1_30_33,61.763145
1_30_34,52.918568
1_30_35,64.135315
1_30_36,31.84315
1_30_37,65.14414
1_30_38,61.27548
1_30_39,62.02775
1_30_40,56.529247
1_30_41,63.906227
1_30_42,62.9269
1_30_43,64.27852
1_30_44,55.636024
1_30_45,45.647335
1_30_46,58.205944
1_30_47,63.53972
1_30_48,60.975296
1_30_49,62.997993
1_30_50,64.0923
1_30_51,63.128838
1_30_52,58.19152
1_30_53,63.895412
1_30_54,64.2563
1_30_55,64.54062
1_30_56,61.41988
1_30_57,63.668148
1_30_58,62.677826
1_30_59,64.810684
1_30_60,64.295364
1_30_61,64.051414
1_30_62,56.04449
1_30_63,56.5363
1_30_64,64.25297
1_30_65,61.208115
1_30_66,56.582054
1_30_67,65.02833
1_30_68,62.02872
1_30_69,60.679375
1_30_70,64.09378
1_30_71,65.6039
1_30_72,62.28467
1_30_73,60.429085
1_30_74,64.69909
1_30_75,37.14959
1_30_76,57.146706
1_30_77,61.839577
1_30_78,57.91766
1_30_79,64.89635
1_30_80,58.526714
1_30_81,59.428078
1_30_82,46.752995
1_30_83,32.588303
1_30_84,59.082695
1_30_85,59.72834
1_30_86,62.30128
1_30_87,58.884525
1_30_88,58.303844
1_30_89,63.544884
1_30_90,44.69183
1_30_91,33.746887
1_30_92,58.486588
1_30_93,58.98585
1_30_94,64.795815
1_30_95,61.054913
1_30_96,63.82843
1_30_97,54.247326
1_30_98,65.04258
1_30_99,64.6953
1_30_100,52.17928
1_30_101,64.436584
1_30_102,62.66942
1_30_103,63.030384
1_30_104,61.9778
1_30_105,60.270893
1_30_106,46.357193
1_30_107,54.866707
1_30_108,64.46993
1_30_109,58.366394
1_30_110,60.27706
1_30_111,61.621616
1_30_112,64.77171
1_30_113,62.84662
1_30_114,58.846325
1_30_115,62.18771
1_30_116,66.57167
1_30_117,19.460926
1_30_118,59.119003
1_30_119,41.872482
1_30_120,60.22164
1_30_121,64.76054
1_30_122,66.1593
1_30_123,57.920353
1_30_124,60.12241
1_30_125,61.867886
1_30_126,28.790987
1_30_127,54.97783
1_30_128,57.137894
1_30_129,14.368725
1_30_130,62.610744
1_30_131,57.909416
1_30_132,64.973305
1_30_133,57.055775
1_30_134,57.26805
1_30_135,60.60431
1_30_136,59.111065
1_30_137,59.800232
1_30_138,57.286983
1_30_139,60.288532
1_30_140,63.163067
1_30_141,63.833515
1_30_142,60.726913
1_30_143,58.770523
1_30_144,55.046814
1_30_145,51.713043
1_30_146,55.973366
1_30_147,57.549763
1_30_148,52.760353
1_30_149,65.64379
1_30_150,63.951714
1_30_151,64.67971
1_30_152,65.24234
1_30_153,58.604977
1_30_154,64.74357
1_30_155,64.188354
1_30_156,51.22442
1_30_157,60.24262
1_30_158,47.43388
1_30_159,29.977524
1_30_160,63.75558
1_30_161,59.08102
1_30_162,38.444057
1_30_163,51.835033
1_30_164,64.009766
1_30_165,64.41547
1_30_166,63.825443
1_30_167,61.66819
1_30_168,58.47631
1_30_169,57.908463
1_30_170,60.991142
1_30_171,58.238117
1_30_172,66.02146
1_30_173,64.065216
1_30_174,38.44319
1_30_175,65.29378
1_30_176,63.74011
1_30_177,36.179863
1_30_178,63.068146
1_30_179,63.008003
1_30_180,61.63495
1_30_181,57.93122
1_30_182,49.038017
1_30_183,63.522907
1_30_184,63.543236
1_30_185,37.154526
1_30_186,48.072
1_30_187,66.05508
1_30_188,61.531902
1_30_189,55.965965
1_30_190,28.608027
1_30_191,63.505608
1_30_192,62.06133
1_30_193,62.35641
1_30_194,65.9735
1_30_195,61.801697
1_30_196,58.07445
1_30_197,62.433414
1_30_198,34.65463
1_30_199,66.24243
1_30_200,61.625248
1_30_201,37.5167
1_30_202,64.491646
1_30_203,64.571
1_30_204,64.20053
1_30_205,62.35529
1_30_206,64.583145
1_30_207,66.127846
1_30_208,59.517
1_30_209,62.824394
1_30_210,63.219666
1_30_211,47.36062
1_30_212,64.544365
1_30_213,59.250336
1_30_214,28.016468
1_30_215,62.75881
1_30_216,65.165726
1_30_217,46.775
1_30_218,65.40175
1_30_219,34.1566
1_30_220,61.813457
1_30_221,43.979
1_30_222,32.07325
1_30_223,62.956875
1_30_224,61.92419
1_30_225,58.901875
1_30_226,59.210335
1_30_227,62.904354
1_45_0,24.829582
1_45_1,61.120934
1_45_2,39.10603
1_45_3,43.03199
1_45_4,41.31785
1_45_5,43.141975
1_45_6,38.171455
1_45_7,57.58523
1_45_8,57.131485
1_45_9,36.915405
1_45_10,49.311615
1_45_11,62.6804
1_45_12,59.323265
1_45_13,60.90177
1_45_14,40.06548
1_45_15,57.921955
1_45_16,60.465637
1_45_17,56.745
1_45_18,60.970135
1_45_19,59.85038
1_45_20,57.880844
1_45_21,64.90922
1_45_22,63.550243
1_45_23,55.78115
1_45_24,59.225277
1_45_25,64.862495
1_45_26,62.011337
1_45_27,64.0952
1_45_28,39.663296
1_45_29,34.266724
1_45_30,33.098312
1_45_31,55.100616
1_45_32,63.207787
1_45_33,61.48093
1_45_34,50.652817
1_45_35,64.50667
1_45_36,30.485605
1_45_37,64.99253
1_45_38,60.998222
1_45_39,60.691395
1_45_40,56.022636
1_45_41,63.478138
1_45_42,62.53927
1_45_43,64.130035
1_45_44,54.82565
1_45_45,45.491615
1_45_46,57.32294
1_45_47,63.14888
1_45_48,60.770424
1_45_49,62.619377
1_45_50,64.29045
1_45_51,63.13645
1_45_52,57.847965
1_45_53,64.21666
1_45_54,64.282104
1_45_55,64.27391
1_45_56,60.95949
1_45_57,64.21708
1_45_58,62.54046
1_45_59,64.73512
1_45_60,64.06036
1_45_61,64.07286
1_45_62,56.854652
1_45_63,56.21539
1_45_64,64.40415
1_45_65,61.546867
1_45_66,56.39509
1_45_67,65.13804
1_45_68,62.106236
1_45_69,60.00804
1_45_70,64.15163
1_45_71,65.59621
1_45_72,62.575916
1_45_73,60.397217
1_45_74,64.81193
1_45_75,36.53567
1_45_76,56.612564
1_45_77,61.61059
1_45_78,58.41177
1_45_79,65.16713
1_45_80,57.252815
1_45_81,58.875683
1_45_82,46.952972
1_45_83,33.985786
1_45_84,58.81359
1_45_85,59.691235
1_45_86,62.25077
1_45_87,58.68837
1_45_88,59.122566
1_45_89,62.899647
1_45_90,47.02234
1_45_91,33.25518
1_45_92,58.185898
1_45_93,58.443382
1_45_94,64.69683
1_45_95,59.970207
1_45_96,63.62262
1_45_97,54.279446
1_45_98,65.25489
1_45_99,64.5931
1_45_100,51.38984
1_45_101,64.1611
1_45_102,62.696312
1_45_103,63.762157
1_45_104,61.52196
1_45_105,59.7934
1_45_106,46.645992
1_45_107,54.172146
1_45_108,64.05782
1_45_109,57.79669
1_45_110,59.581768
1_45_111,61.600872
1_45_112,65.897484
1_45_113,62.596504
1_45_114,58.28276
1_45_115,61.573822
1_45_116,66.61246
1_45_117,19.754055
1_45_118,57.841297
1_45_119,42.887066
1_45_120,60.329422
1_45_121,64.96852
1_45_122,66.35277
1_45_123,56.717995
1_45_124,55.736286
1_45_125,62.899033
1_45_126,26.86016
1_45_127,49.81772
1_45_128,57.73825
1_45_129,15.327351
1_45_130,62.813087
1_45_131,58.194614
