id,Expected
0_15_196,18.761377
0_15_197,21.289913
0_15_198,49.33548
0_15_199,47.4523
0_15_200,45.489178
0_15_201,27.302929
0_15_202,27.268726
0_15_203,33.4019
0_15_204,27.97174
0_15_205,25.542097
0_15_206,30.299059
0_15_207,18.621689
0_15_208,21.348673
0_15_209,0.0
0_15_210,65.6536
0_15_211,63.542385
0_15_212,60.240234
0_15_213,67.7327
0_15_214,65.41361
0_15_215,64.180534
0_15_216,31.17784
0_15_217,36.042473
0_15_218,31.60146
0_15_219,58.377537
0_15_220,55.585056
0_15_221,55.98285
0_15_222,66.37679
0_15_223,61.65484
0_15_224,59.607014
0_15_225,29.936499
0_15_226,28.980228
0_15_227,25.051155
0_30_0,58.931202
0_30_1,57.752308
0_30_2,58.590767
0_30_3,67.09125
0_30_4,67.531815
0_30_5,66.14243
0_30_6,42.181316
0_30_7,41.988037
0_30_8,43.847916
0_30_9,63.511494
0_30_10,62.502243
0_30_11,62.266773
0_30_12,55.855904
0_30_13,53.833878
0_30_14,56.86484
0_30_15,62.0425
0_30_16,58.249462
0_30_17,58.535286
0_30_18,41.848763
0_30_19,36.787174
0_30_20,36.330315
0_30_21,21.010784
0_30_22,20.04472
0_30_23,23.81564
0_30_24,61.472897
0_30_25,59.46324
0_30_26,58.831356
0_30_27,68.53408
0_30_28,68.92507
0_30_29,67.76087
0_30_30,63.303074
0_30_31,63.360405
0_30_32,64.47511
0_30_33,35.34703
0_30_34,29.299082
0_30_35,29.868113
0_30_36,41.371643
0_30_37,40.689816
0_30_38,42.832542
0_30_39,63.446457
0_30_40,62.5643
0_30_41,63.265858
0_30_42,22.5029
0_30_43,24.24388
0_30_44,28.91216
0_30_45,37.91159
0_30_46,35.12583
0_30_47,30.842222
0_30_48,60.79648
0_30_49,59.0824
0_30_50,58.34336
0_30_51,57.58399
0_30_52,56.419796
0_30_53,57.577488
0_30_54,68.75472
0_30_55,66.79477
0_30_56,68.596855
0_30_57,63.300434
0_30_58,62.370712
0_30_59,61.52238
0_30_60,67.68348
0_30_61,68.167
0_30_62,66.69426
0_30_63,41.17321
0_30_64,41.961952
0_30_65,42.51381
0_30_66,63.668953
0_30_67,63.227947
0_30_68,64.072334
0_30_69,64.653465
0_30_70,63.008522
0_30_71,62.711826
0_30_72,37.73458
0_30_73,34.6534
0_30_74,35.94339
0_30_75,64.55201
0_30_76,63.094955
0_30_77,63.28458
0_30_78,62.082294
0_30_79,57.278454
0_30_80,57.71437
0_30_81,53.875614
0_30_82,51.027714
0_30_83,54.17398
0_30_84,63.18447
0_30_85,59.308567
0_30_86,58.926964
0_30_87,57.26796
0_30_88,57.434853
0_30_89,62.008633
0_30_90,29.849516
0_30_91,27.046814
0_30_92,23.67352
0_30_93,58.407936
0_30_94,55.735916
0_30_95,54.943375
0_30_96,64.066574
0_30_97,66.40649
0_30_98,67.03251
0_30_99,61.35161
0_30_100,60.17948
0_30_101,59.930576
0_30_102,62.225708
0_30_103,59.74458
0_30_104,56.575867
0_30_105,61.594173
0_30_106,61.534534
0_30_107,61.290592
0_30_108,51.070244
0_30_109,30.55445
0_30_110,22.673695
0_30_111,63.239754
0_30_112,63.976696
0_30_113,62.303005
0_30_114,45.804775
0_30_115,33.544647
0_30_116,26.542702
0_30_117,64.842155
0_30_118,65.23563
0_30_119,64.68298
0_30_120,52.70447
0_30_121,34.90472
0_30_122,24.64655
0_30_123,18.35164
0_30_124,17.527637
0_30_125,16.97689
0_30_126,45.621693
0_30_127,35.01698
0_30_128,28.732433
0_30_129,48.70446
0_30_130,41.5008
0_30_131,28.812567
0_30_132,62.426567
0_30_133,61.86036
0_30_134,61.49146
0_30_135,66.3118
0_30_136,65.98359
0_30_137,65.99172
0_30_138,65.04287
0_30_139,61.16856
0_30_140,61.24529
0_30_141,69.30604
0_30_142,69.16339
0_30_143,66.184425
0_30_144,56.560123
0_30_145,59.989983
0_30_146,62.2401
0_30_147,48.609173
0_30_148,29.519299
0_30_149,28.209564
0_30_150,25.838947
0_30_151,25.838915
0_30_152,27.025414
0_30_153,13.708044
0_30_154,10.47281
0_30_155,15.0307
0_30_156,68.41021
0_30_157,65.896
0_30_158,67.11297
0_30_159,9.7356615
0_30_160,10.820373
0_30_161,10.960113
0_30_162,45.13698
0_30_163,43.426537
0_30_164,44.141167
0_30_165,32.510338
0_30_166,34.070206
0_30_167,36.2769
0_30_168,65.6682
0_30_169,64.69247
0_30_170,65.55928
0_30_171,55.37179
0_30_172,57.1906
0_30_173,56.75131
0_30_174,56.17611
0_30_175,52.715176
0_30_176,47.767563
0_30_177,63.15882
0_30_178,65.53619
0_30_179,65.93491
0_30_180,61.57498
0_30_181,64.289444
0_30_182,63.542763
0_30_183,61.36791
0_30_184,52.12683
0_30_185,50.22555
0_30_186,52.388042
0_30_187,48.47382
0_30_188,42.2419
0_30_189,43.74375
0_30_190,39.493282
0_30_191,36.963116
0_30_192,67.282616
0_30_193,67.5796
0_30_194,68.60483
0_30_195,65.59237
0_30_196,65.11987
0_30_197,65.396805
0_30_198,66.8094
0_30_199,61.380165
0_30_200,52.01865
0_30_201,50.037643
0_30_202,42.05228
0_30_203,34.37272
0_30_204,61.919548
0_30_205,62.196877
0_30_206,60.778385
0_30_207,29.085842
0_30_208,22.726496
0_30_209,26.338274
0_30_210,65.408844
0_30_211,56.60554
0_30_212,47.12575
0_30_213,57.406784
0_30_214,56.243073
0_30_215,58.206875
0_30_216,47.506554
0_30_217,38.68706
0_30_218,29.986233
0_30_219,68.045555
0_30_220,66.661026
0_30_221,67.52218
0_30_222,66.08639
0_30_223,66.622185
0_30_224,67.96341
0_30_225,65.74456
0_30_226,65.594376
0_30_227,67.2988
0_45_0,65.46575
0_45_1,65.00444
0_45_2,66.258675
0_45_3,60.02941
0_45_4,59.39101
0_45_5,63.45958
0_45_6,60.746037
0_45_7,60.94589
0_45_8,60.79375
0_45_9,65.174065
0_45_10,64.30632
0_45_11,62.045303
0_45_12,31.067694
0_45_13,29.364405
0_45_14,29.035439
0_45_15,53.13185
0_45_16,49.315815
0_45_17,46.207794
0_45_18,30.972795
0_45_19,32.354126
0_45_20,34.348892
0_45_21,22.716196
0_45_22,22.130224
0_45_23,19.448908
0_45_24,66.25275
0_45_25,64.49642
0_45_26,67.25945
0_45_27,67.10705
0_45_28,67.70872
0_45_29,65.20688
0_45_30,28.928429
0_45_31,31.446188
0_45_32,32.75036
0_45_33,23.933012
0_45_34,22.000977
0_45_35,22.346645
0_45_36,64.67152
0_45_37,63.54295
0_45_38,63.10662
0_45_39,64.54855
0_45_40,65.28927
0_45_41,63.958107
0_45_42,63.76637
0_45_43,65.00686
0_45_44,64.439926
0_45_45,40.779095
0_45_46,36.25404
0_45_47,41.170517
0_45_48,50.747856
0_45_49,49.104813
0_45_50,46.232002
0_45_51,44.587364
0_45_52,38.289604
0_45_53,40.394547
0_45_54,34.172523
0_45_55,32.40615
0_45_56,34.41148
0_45_57,69.625626
0_45_58,66.38945
0_45_59,60.22689
0_45_60,65.94664
0_45_61,67.65257
0_45_62,70.02518
0_45_63,62.893707
0_45_64,61.85182
0_45_65,63.14996
0_45_66,28.359753
0_45_67,33.502857
0_45_68,38.56779
0_45_69,70.31432
0_45_70,65.29482
0_45_71,61.258923
0_45_72,64.16722
0_45_73,64.36056
0_45_74,65.68771
0_45_75,28.176977
0_45_76,32.541256
0_45_77,36.23848
0_45_78,66.42307
0_45_79,66.80604
0_45_80,67.35231
0_45_81,18.34103
0_45_82,18.784006
0_45_83,21.177416
0_45_84,63.217068
0_45_85,66.5778
0_45_86,67.49699
0_45_87,53.226784
0_45_88,51.88807
0_45_89,49.60967
0_45_90,47.45818
0_45_91,49.077175
0_45_92,49.75734
0_45_93,64.00658
0_45_94,62.572823
0_45_95,62.573895
0_45_96,65.61782
0_45_97,66.71991
0_45_98,65.637665
0_45_99,15.1734915
0_45_100,13.05846
0_45_101,0.0
0_45_102,30.958223
0_45_103,29.458208
0_45_104,29.471823
0_45_105,65.56355
0_45_106,67.2252
0_45_107,68.38441
0_45_108,15.761833
0_45_109,3.059356
0_45_110,13.271279
0_45_111,45.133636
0_45_112,42.342903
0_45_113,40.36292
0_45_114,24.791586
0_45_115,27.015442
0_45_116,23.3212
0_45_117,62.6174
0_45_118,65.70851
0_45_119,64.55456
0_45_120,66.80044
0_45_121,66.71716
0_45_122,67.24895
0_45_123,60.47085
0_45_124,59.360596
0_45_125,59.976078
0_45_126,67.16879
0_45_127,66.9227
0_45_128,67.82609
0_45_129,24.112999
0_45_130,24.571714
0_45_131,32.311745
0_45_132,47.748764
0_45_133,44.630157
0_45_134,43.93206
0_45_135,19.817307
0_45_136,20.035803
0_45_137,21.529976
0_45_138,26.429773
0_45_139,29.92831
0_45_140,28.35453
0_45_141,65.98716
0_45_142,70.18761
0_45_143,71.644485
0_45_144,43.516773
0_45_145,42.620125
0_45_146,44.587074
0_45_147,38.229607
0_45_148,35.600708
0_45_149,36.395752
0_45_150,65.24947
0_45_151,65.3027
0_45_152,64.856064
0_45_153,65.903404
0_45_154,64.28966
0_45_155,63.504044
0_45_156,41.7004
0_45_157,39.32841
0_45_158,43.3581
0_45_159,66.200035
0_45_160,63.48902
0_45_161,63.75268
0_45_162,65.45175
0_45_163,64.99211
0_45_164,63.277767
0_45_165,66.12426
0_45_166,64.36549
0_45_167,65.457115
0_45_168,17.916332
0_45_169,20.202974
0_45_170,0.0
0_45_171,68.48462
0_45_172,70.69155
0_45_173,70.115906
0_45_174,47.89431
0_45_175,44.144226
0_45_176,42.51082
0_45_177,55.998238
0_45_178,50.806316
0_45_179,48.53215
0_45_180,65.10825
0_45_181,64.91875
0_45_182,62.70834
0_45_183,58.986942
0_45_184,63.324
0_45_185,62.02626
0_45_186,51.17324
0_45_187,39.565342
0_45_188,35.876717
0_45_189,63.648876
0_45_190,60.744488
0_45_191,60.241413
0_45_192,60.636505
0_45_193,50.365246
0_45_194,48.211388
0_45_195,32.03009
0_45_196,26.73454
0_45_197,27.369495
0_45_198,53.012077
0_45_199,53.54239
0_45_200,58.19404
0_45_201,22.331161
0_45_202,17.33954
0_45_203,17.701591
0_45_204,61.978546
0_45_205,62.586437
0_45_206,64.65223
0_45_207,21.806492
0_45_208,16.70957
0_45_209,18.731184
0_45_210,20.798744
0_45_211,12.676499
0_45_212,12.196632
0_45_213,56.924988
0_45_214,47.252167
0_45_215,38.693253
0_45_216,66.62578
0_45_217,66.561195
0_45_218,68.75119
0_45_219,58.714714
0_45_220,58.587162
0_45_221,59.41609
0_45_222,64.93805
0_45_223,59.12555
0_45_224,56.198082
0_45_225,0.0
0_45_226,51.025375
0_45_227,46.167095
1_15_0,36.72809
1_15_1,45.905193
1_15_2,56.23354
1_15_3,66.03867
1_15_4,59.223644
1_15_5,53.883278
1_15_6,32.854805
1_15_7,34.279884
1_15_8,41.136517
1_15_9,41.473507
1_15_10,38.91409
1_15_11,35.79224
1_15_12,40.395935
1_15_13,41.33216
1_15_14,45.13952
1_15_15,57.046192
1_15_16,54.278835
1_15_17,50.81795
1_15_18,61.04823
1_15_19,53.565002
1_15_20,49.73454
1_15_21,60.030075
1_15_22,55.905003
1_15_23,52.941856
1_15_24,52.301
1_15_25,52.643898
1_15_26,55.1799
1_15_27,33.41242
1_15_28,34.66136
1_15_29,35.881954
1_15_30,54.19732
1_15_31,53.81419
1_15_32,51.50595
1_15_33,65.818184
1_15_34,59.699512
1_15_35,0.0
1_15_36,55.592094
1_15_37,59.582966
1_15_38,63.93249
1_15_39,56.87757
1_15_40,55.446114
1_15_41,54.70323
1_15_42,35.117397
1_15_43,34.808514
1_15_44,33.237988
1_15_45,55.508827
1_15_46,55.292416
1_15_47,55.11047
1_15_48,59.03555
1_15_49,60.95423
1_15_50,58.710453
1_15_51,54.799667
1_15_52,51.62355
1_15_53,51.064312
1_15_54,56.477123
1_15_55,57.46255
1_15_56,57.406464
1_15_57,56.133484
1_15_58,57.80008
1_15_59,59.454384
1_15_60,50.421803
1_15_61,54.732014
1_15_62,59.651474
1_15_63,60.97522
1_15_64,62.749504
1_15_65,63.060383
1_15_66,60.766853
1_15_67,61.874004
1_15_68,61.446312
1_15_69,52.544106
1_15_70,48.479527
1_15_71,47.45101
1_15_72,57.39689
1_15_73,58.731266
1_15_74,56.279335
1_15_75,65.13739
1_15_76,66.29085
1_15_77,65.84221
1_15_78,60.755756
1_15_79,61.13846
1_15_80,62.82185
1_15_81,62.673687
1_15_82,61.879128
1_15_83,64.10837
1_15_84,47.082882
1_15_85,50.118477
1_15_86,51.14467
1_15_87,36.250515
1_15_88,41.882217
1_15_89,47.867928
1_15_90,32.74555
1_15_91,41.19921
1_15_92,47.413013
1_15_93,52.935345
1_15_94,53.56497
1_15_95,54.896893
1_15_96,60.065098
1_15_97,65.23417
1_15_98,66.95285
1_15_99,58.269947
1_15_100,60.27929
1_15_101,61.324245
1_15_102,43.942154
1_15_103,47.12698
1_15_104,47.536777
1_15_105,60.898823
1_15_106,65.402374
1_15_107,65.41029
1_15_108,37.104866
1_15_109,38.632168
1_15_110,38.528316
1_15_111,66.42856
1_15_112,66.95712
1_15_113,64.98047
1_15_114,46.119957
1_15_115,52.39027
1_15_116,53.502598
1_15_117,54.00143
1_15_118,52.953564
1_15_119,51.799225
1_15_120,56.318386
1_15_121,56.31147
1_15_122,50.44676
1_15_123,59.395638
1_15_124,61.312664
1_15_125,59.190224
1_15_126,62.62904
1_15_127,62.350548
1_15_128,62.09533
1_15_129,62.152336
1_15_130,61.851124
1_15_131,64.7453
1_15_132,50.313633
1_15_133,49.337822
1_15_134,50.201187
1_15_135,57.073647
1_15_136,58.429775
1_15_137,0.0
1_15_138,50.106922
1_15_139,53.93085
1_15_140,58.115295
1_15_141,61.96114
1_15_142,63.671024
1_15_143,62.57759
1_15_144,59.97837
1_15_145,61.33435
1_15_146,60.872074
1_15_147,64.18612
1_15_148,63.115166
1_15_149,63.26005
1_15_150,65.06227
1_15_151,64.5867
1_15_152,60.343193
1_15_153,62.266323
1_15_154,61.68391
1_15_155,63.82057
1_15_156,60.340553
1_15_157,58.745358
1_15_158,53.46586
1_15_159,62.836365
1_15_160,63.129017
1_15_161,63.73638
1_15_162,64.70458
1_15_163,62.728146
1_15_164,61.66328
1_15_165,59.741093
1_15_166,64.52421
1_15_167,66.68103
1_15_168,60.005108
1_15_169,60.406742
1_15_170,61.733204
1_15_171,61.189816
1_15_172,59.874332
1_15_173,59.04496
1_15_174,59.89519
1_15_175,63.21648
1_15_176,64.76652
1_15_177,0.0
1_15_178,64.13333
1_15_179,63.778336
1_15_180,65.02281
1_15_181,64.179184
1_15_182,63.34477
1_15_183,62.166332
1_15_184,64.075676
1_15_185,65.385826
1_15_186,53.80213
1_15_187,55.662395
1_15_188,56.367462
1_15_189,62.264072
1_15_190,61.160767
1_15_191,61.127518
1_15_192,64.05244
1_15_193,65.667244
1_15_194,63.941612
1_15_195,59.5262
1_15_196,58.205795
1_15_197,57.137226
1_15_198,56.694386
1_15_199,56.711975
1_15_200,57.19448
1_15_201,60.095444
1_15_202,60.699
1_15_203,60.49385
1_15_204,62.676476
1_15_205,61.70791
1_15_206,60.38845
1_15_207,51.27625
1_15_208,54.71682
1_15_209,0.0
1_15_210,63.19405
1_15_211,62.31981
1_15_212,63.055218
1_15_213,64.5726
1_15_214,66.12883
1_15_215,63.903984
1_15_216,45.623104
1_15_217,55.861305
1_15_218,62.116615
1_15_219,62.144444
1_15_220,63.782986
1_15_221,64.15557
1_15_222,63.00684
1_15_223,63.491116
1_15_224,64.52874
1_15_225,25.573114
1_15_226,23.107704
1_15_227,22.918158
1_30_0,54.736286
1_30_1,54.069294
1_30_2,55.20579
1_30_3,61.795033
1_30_4,60.864758
1_30_5,59.13693
1_30_6,44.49955
1_30_7,42.28908
1_30_8,44.147984
1_30_9,62.08949
1_30_10,61.502556
1_30_11,61.87058
1_30_12,55.710712
1_30_13,55.830986
1_30_14,56.517124
1_30_15,55.365246
1_30_16,55.263367
1_30_17,57.21357
1_30_18,33.36091
1_30_19,22.179962
1_30_20,21.51576
1_30_21,52.786522
1_30_22,56.459805
1_30_23,57.869392
1_30_24,54.223183
1_30_25,57.426563
1_30_26,56.50718
1_30_27,61.8237
1_30_28,60.01442
1_30_29,58.829872
1_30_30,62.20959
1_30_31,62.870605
1_30_32,63.03721
1_30_33,59.462482
1_30_34,60.821316
1_30_35,63.22643
1_30_36,44.68375
1_30_37,39.104565
1_30_38,39.702515
1_30_39,59.86713
1_30_40,59.959652
1_30_41,61.550213
1_30_42,53.189545
1_30_43,56.499428
1_30_44,57.598125
1_30_45,28.417423
1_30_46,29.539003
1_30_47,30.783335
1_30_48,56.708477
1_30_49,54.81401
1_30_50,57.331112
1_30_51,56.44459
1_30_52,56.151844
1_30_53,56.503674
1_30_54,63.363487
1_30_55,58.617302
1_30_56,64.219
1_30_57,57.432
1_30_58,58.375122
1_30_59,58.336254
1_30_60,63.06376
1_30_61,61.02433
1_30_62,59.360653
1_30_63,43.525898
1_30_64,41.63603
1_30_65,40.778072
1_30_66,62.8808
1_30_67,62.566143
1_30_68,62.792103
1_30_69,63.564846
1_30_70,64.51166
1_30_71,63.616463
1_30_72,56.056595
1_30_73,58.236782
1_30_74,59.123142
1_30_75,63.606003
1_30_76,63.175213
1_30_77,63.70282
1_30_78,59.520367
1_30_79,57.990746
1_30_80,58.823185
1_30_81,54.332096
1_30_82,48.57368
1_30_83,48.513268
1_30_84,57.042664
1_30_85,56.79732
1_30_86,57.97505
1_30_87,57.700634
1_30_88,56.67641
1_30_89,57.09461
1_30_90,24.211536
1_30_91,19.517603
1_30_92,21.798882
1_30_93,50.88851
1_30_94,51.783463
1_30_95,54.07985
1_30_96,63.769512
1_30_97,61.06359
1_30_98,59.0232
1_30_99,57.005745
1_30_100,54.779205
1_30_101,55.483692
1_30_102,57.170284
1_30_103,58.546635
1_30_104,59.46395
1_30_105,62.686676
1_30_106,61.341316
1_30_107,60.89336
1_30_108,47.529903
1_30_109,59.975277
1_30_110,58.162514
1_30_111,58.788982
1_30_112,60.598595
1_30_113,60.995045
1_30_114,34.23977
1_30_115,48.32069
1_30_116,52.271385
1_30_117,60.45779
1_30_118,58.959076
1_30_119,59.58981
1_30_120,51.822926
1_30_121,59.99217
1_30_122,61.504234
1_30_123,24.842995
1_30_124,27.27615
1_30_125,33.89951
1_30_126,36.814777
1_30_127,50.676594
1_30_128,52.62429
1_30_129,36.257313
1_30_130,39.111897
1_30_131,39.12617
1_30_132,57.207092
1_30_133,54.99167
1_30_134,55.439426
1_30_135,61.94354
1_30_136,66.92391
1_30_137,67.27092
1_30_138,62.63219
1_30_139,69.02778
1_30_140,68.27009
1_30_141,59.422993
1_30_142,60.99001
1_30_143,62.744553
1_30_144,58.34758
1_30_145,57.767223
1_30_146,55.882317
1_30_147,62.01017
1_30_148,65.4289
1_30_149,62.436512
1_30_150,13.679135
1_30_151,18.110346
1_30_152,29.665754
1_30_153,46.55772
1_30_154,47.759464
1_30_155,47.09049
1_30_156,58.99206
1_30_157,59.178677
1_30_158,60.792393
1_30_159,23.847515
1_30_160,25.309504
1_30_161,27.305346
1_30_162,64.2728
1_30_163,63.78938
1_30_164,63.57381
1_30_165,52.26075
1_30_166,54.08245
1_30_167,54.397156
1_30_168,63.65617
1_30_169,64.83949
1_30_170,63.7595
1_30_171,55.367855
1_30_172,54.488094
1_30_173,52.1116
1_30_174,58.175602
1_30_175,57.659233
1_30_176,57.915085
1_30_177,62.16623
1_30_178,61.945686
1_30_179,62.03138
1_30_180,57.673683
1_30_181,56.08369
1_30_182,54.10415
1_30_183,53.15852
1_30_184,54.300987
1_30_185,58.271114
1_30_186,61.235226
1_30_187,57.70682
1_30_188,52.817085
1_30_189,60.308548
1_30_190,61.791557
1_30_191,59.147476
1_30_192,60.330414
1_30_193,60.0992
1_30_194,60.925865
1_30_195,61.23861
1_30_196,61.50635
1_30_197,61.53044
1_30_198,57.34001
1_30_199,57.88191
1_30_200,58.790997
1_30_201,42.913567
1_30_202,47.274887
1_30_203,48.830956
1_30_204,54.061363
1_30_205,55.666145
1_30_206,57.56481
1_30_207,54.37423
1_30_208,50.477047
1_30_209,50.484024
1_30_210,54.76024
1_30_211,56.04178
1_30_212,57.678516
1_30_213,55.156113
1_30_214,56.187675
1_30_215,57.748055
1_30_216,44.64331
1_30_217,49.801357
1_30_218,53.071423
1_30_219,64.71311
1_30_220,64.08105
1_30_221,65.340355
1_30_222,61.300434
1_30_223,61.945923
1_30_224,61.312088
1_30_225,63.83
1_30_226,64.3899
1_30_227,64.20897
1_45_0,64.35106
1_45_1,64.87056
1_45_2,63.329914
1_45_3,56.74985
1_45_4,57.83819
1_45_5,60.707973
1_45_6,64.55854
1_45_7,64.79652
1_45_8,64.468506
1_45_9,62.653755
1_45_10,63.906387
1_45_11,63.225704
1_45_12,46.93896
1_45_13,49.27148
1_45_14,49.02618
1_45_15,62.776234
1_45_16,62.693398
1_45_17,60.197052
1_45_18,42.252663
1_45_19,46.42708
1_45_20,49.394207
1_45_21,30.807201
1_45_22,31.01114
1_45_23,29.90061
1_45_24,58.06098
1_45_25,60.161022
1_45_26,61.035736
1_45_27,60.413113
1_45_28,59.91515
1_45_29,60.490257
1_45_30,35.078293
1_45_31,38.398323
1_45_32,42.009853
1_45_33,45.97958
1_45_34,48.45098
1_45_35,52.491455
1_45_36,62.566647
1_45_37,62.81034
1_45_38,64.97138
1_45_39,61.67274
1_45_40,63.94185
1_45_41,62.765255
1_45_42,63.63036
1_45_43,62.807102
1_45_44,62.840355
1_45_45,57.691826
1_45_46,55.950745
1_45_47,55.003498
1_45_48,56.89745
1_45_49,58.602734
1_45_50,58.306335
1_45_51,64.2286
1_45_52,65.52996
1_45_53,67.503426
1_45_54,58.90442
1_45_55,59.966885
1_45_56,61.116062
1_45_57,60.035137
1_45_58,59.259148
1_45_59,60.699642
1_45_60,66.626595
1_45_61,64.52883
1_45_62,65.81866
1_45_63,59.837063
1_45_64,61.8033
1_45_65,61.545757
1_45_66,39.531395
1_45_67,41.56188
1_45_68,44.87084
1_45_69,63.229805
1_45_70,61.73242
1_45_71,64.39042
1_45_72,62.116833
1_45_73,62.49502
1_45_74,62.58506
1_45_75,37.37282
1_45_76,40.213676
1_45_77,44.02296
1_45_78,62.204834
1_45_79,61.782948
1_45_80,63.155445
1_45_81,62.78156
1_45_82,63.210644
1_45_83,63.114365
1_45_84,61.693283
1_45_85,60.18254
1_45_86,58.841167
1_45_87,58.308678
1_45_88,59.209553
1_45_89,57.013996
1_45_90,57.66432
1_45_91,56.708416
1_45_92,53.574017
1_45_93,60.900875
1_45_94,61.93298
1_45_95,61.64696
1_45_96,62.948486
1_45_97,62.160885
1_45_98,61.458084
1_45_99,35.657543
1_45_100,37.14156
1_45_101,0.0
1_45_102,44.265854
1_45_103,47.47942
1_45_104,49.81425
1_45_105,66.56176
1_45_106,66.479935
1_45_107,63.895878
1_45_108,58.58574
1_45_109,61.811104
1_45_110,61.133385
1_45_111,60.2911
1_45_112,59.35047
1_45_113,55.14591
1_45_114,28.132687
1_45_115,29.413158
1_45_116,29.62853
1_45_117,62.425175
1_45_118,63.265575
1_45_119,62.46855
1_45_120,61.229782
1_45_121,59.876743
1_45_122,59.948322
1_45_123,58.874878
1_45_124,59.802937
1_45_125,59.10641
1_45_126,65.18815
1_45_127,65.924675
1_45_128,63.769173
1_45_129,60.08497
1_45_130,59.11913
1_45_131,57.9464
1_45_132,59.94963
